order_id,date,city,book_title,genre,unit_price,quantity,discount_pct,total,channel,manager,rating
5124,2024-03-17,Lviv,1984,Fantasy,280,1,15,238,Website,Natalia,5
5058,2024-02-11,Kyiv,Atomic Habits,Business,290,1,15,246.5,Phone,Natalia,5
5198,2024-04-02,Odesa,Atomic Habits,Business,290,2,0,580,Phone,Iryna,4
5254,2024-06-14,Kyiv,Kobzar,Poetry,180,2,5,342,Mobile App,Sofia,5
5123,2024-03-16,Lviv,Pride and Prejudice,Romance,240,2,0,480,Mobile App,Sofia,5
5028,2024-01-19,Kharkiv,1984,Fantasy,280,2,10,504,Mobile App,Oleg,4
5152,2024-04-10,Kyiv,Pet Sematary,Detective,270,3,10,729,Website,Iryna,5
5201,2024-05-03,Dnipro,Dune,Fantasy,320,3,0,960,Phone,Victor,4
5097,2024-02-25,Lviv,Atomic Habits,Business,290,1,0,290,Website,Victor,5
5261,2024-06-01,Kharkiv,Shadows of Forgotten Ancestors,History,220,2,0,440,Phone,Victor,3
5387,2024-08-14,Lviv,Quantum Physics,Science,450,2,0,900,Mobile App,Iryna,3
5106,2024-03-06,Lviv,Kobzar,Poetry,180,2,0,360,Website,Victor,5
5155,2024-04-16,Odesa,The Forest Song,Poetry,150,1,0,150,Website,Natalia,5
5014,2024-01-19,Lviv,Pride and Prejudice,Romance,240,1,0,240,Website,Sofia,4
5146,2024-03-14,Lviv,Sherlock Holmes,Detective,250,4,0,1000,Phone,Natalia,4
5312,2024-07-28,Kyiv,Dune,Fantasy,320,1,0,320,Mobile App,Victor,3
5314,2024-07-19,Odesa,The Power of Habit,Business,260,4,0,1040,Website,Natalia,5
5308,2024-07-17,Lviv,Sherlock Holmes,Detective,250,1,0,250,Website,Iryna,3
5284,2024-06-16,Lviv,Dune,Fantasy,320,1,0,320,Website,Sofia,3
5128,2024-03-14,Kharkiv,The Little Prince,Children's,160,1,10,144,Phone,Victor,3
5044,2024-01-09,Lviv,The Forest Song,Poetry,150,1,0,150,Phone,Natalia,4
5142,2024-03-09,Kyiv,Dune,Fantasy,320,5,0,1600,Phone,Victor,3
5127,2024-03-13,Odesa,Atomic Habits,Business,290,1,5,275.5,Website,Oleg,4
5327,2024-07-28,Lviv,Atomic Habits,Business,290,1,0,290,Website,Natalia,4
5162,2024-04-05,Dnipro,Atomic Habits,Business,290,1,0,290,Website,Iryna,5
5384,2024-08-06,Kyiv,Sapiens,Science,410,2,0,820,Website,Natalia,3
5337,2024-07-17,Odesa,Pride and Prejudice,Romance,240,1,0,240,Mobile App,Victor,4
5358,2024-08-20,Odesa,Sapiens,Science,410,3,10,1107,Phone,Oleg,3
5302,2024-07-17,Kyiv,War and Peace,History,380,2,0,760,Mobile App,Oleg,4
5064,2024-02-02,Kharkiv,Harry Potter,Children's,350,3,0,1050,Phone,Iryna,4
5072,2024-02-05,Kyiv,1984,Fantasy,280,1,0,280,Mobile App,Victor,5
5052,2024-02-02,Lviv,Quantum Physics,Science,450,2,0,900,Website,Victor,5
5045,2024-01-17,Kyiv,Harry Potter,Children's,350,2,10,630,Website,Victor,4
5112,2024-03-11,Kyiv,The Little Prince,Children's,160,1,0,160,Website,Oleg,5
5227,2024-05-23,Kharkiv,Pet Sematary,Detective,270,1,0,270,Website,Natalia,5
5316,2024-07-21,Dnipro,The Little Prince,Children's,160,3,10,432,Mobile App,Iryna,5
5211,2024-05-15,Odesa,Atomic Habits,Business,290,2,0,580,Mobile App,Sofia,4
5078,2024-02-05,Lviv,Pet Sematary,Detective,270,1,0,270,Website,Natalia,5
5322,2024-07-19,Dnipro,The Power of Habit,Business,260,1,5,247,Website,Victor,5
5378,2024-08-27,Odesa,Atomic Habits,Business,290,3,0,870,Phone,Sofia,5
5180,2024-04-25,Kyiv,Sherlock Holmes,Detective,250,4,0,1000,Mobile App,Victor,5
5226,2024-05-06,Kharkiv,Atomic Habits,Business,290,2,5,551,Phone,Victor,5
5392,2024-08-25,Kyiv,The Forest Song,Poetry,150,2,0,300,Mobile App,Oleg,5
5393,2024-08-23,Lviv,War and Peace,History,380,3,0,1140,Phone,Victor,4
5313,2024-07-25,Dnipro,Harry Potter,Children's,350,2,5,665,Mobile App,Oleg,3
5368,2024-08-25,Dnipro,Harry Potter,Children's,350,1,0,350,Website,Natalia,5
5289,2024-06-10,Dnipro,The Little Prince,Children's,160,1,20,128,Phone,Victor,4
5272,2024-06-25,Lviv,Kobzar,Poetry,180,5,5,855,Phone,Iryna,5
5036,2024-01-28,Kyiv,Dune,Fantasy,320,1,0,320,Phone,Iryna,4
5074,2024-02-16,Odesa,The Power of Habit,Business,260,4,0,1040,Mobile App,Victor,3
5347,2024-07-26,Kharkiv,Quantum Physics,Science,450,1,0,450,Website,Natalia,5
5329,2024-07-18,Odesa,Sapiens,Science,410,2,0,820,Mobile App,Victor,5
5069,2024-02-06,Kharkiv,Sapiens,Science,410,3,0,1230,Mobile App,Natalia,5
5196,2024-04-20,Kharkiv,Pet Sematary,Detective,270,3,10,729,Mobile App,Sofia,5
5071,2024-02-08,Odesa,Kobzar,Poetry,180,1,0,180,Phone,Iryna,4
5154,2024-04-23,Kharkiv,Shadows of Forgotten Ancestors,History,220,1,15,187,Phone,Oleg,5
5189,2024-04-28,Odesa,The Little Prince,Children's,160,1,0,160,Website,Natalia,4
5161,2024-04-01,Odesa,Quantum Physics,Science,450,1,0,450,Website,Sofia,3
5363,2024-08-22,Kharkiv,1984,Fantasy,280,2,0,560,Mobile App,Iryna,4
5053,2024-02-08,Lviv,Atomic Habits,Business,290,1,5,275.5,Mobile App,Natalia,4
5046,2024-01-25,Odesa,The Power of Habit,Business,260,1,0,260,Website,Victor,3
5197,2024-04-02,Dnipro,Pride and Prejudice,Romance,240,4,0,960,Phone,Oleg,4
5118,2024-03-22,Kharkiv,The Power of Habit,Business,260,2,20,416,Mobile App,Iryna,5
5037,2024-01-22,Kharkiv,The Power of Habit,Business,260,1,0,260,Website,Sofia,5
5377,2024-08-13,Dnipro,Pride and Prejudice,Romance,240,5,0,1200,Website,Natalia,5
5375,2024-08-23,Kyiv,War and Peace,History,380,1,0,380,Phone,Iryna,5
5356,2024-08-20,Kyiv,Harry Potter,Children's,350,2,0,700,Website,Natalia,4
5217,2024-05-27,Lviv,Quantum Physics,Science,450,1,0,450,Phone,Victor,4
5062,2024-02-17,Lviv,Shadows of Forgotten Ancestors,History,220,1,0,220,Phone,Iryna,4
5176,2024-04-22,Odesa,Pet Sematary,Detective,270,2,0,540,Website,Oleg,5
5357,2024-08-20,Odesa,Dune,Fantasy,320,4,0,1280,Mobile App,Natalia,4
5369,2024-08-03,Lviv,Dune,Fantasy,320,2,0,640,Mobile App,Natalia,3
5005,2024-01-03,Odesa,Harry Potter,Children's,350,4,0,1400,Mobile App,Sofia,4
5228,2024-05-02,Odesa,Harry Potter,Children's,350,1,0,350,Phone,Victor,4
5349,2024-07-03,Kharkiv,Kobzar,Poetry,180,3,0,540,Phone,Oleg,4
5266,2024-06-12,Odesa,Sherlock Holmes,Detective,250,1,0,250,Phone,Natalia,5
5116,2024-03-14,Odesa,Pet Sematary,Detective,270,1,0,270,Phone,Victor,5
5304,2024-07-07,Kyiv,Sapiens,Science,410,1,0,410,Mobile App,Natalia,5
5068,2024-02-18,Kharkiv,1984,Fantasy,280,3,0,840,Phone,Sofia,5
5040,2024-01-25,Kyiv,Pet Sematary,Detective,270,2,0,540,Mobile App,Sofia,5
5245,2024-05-18,Kyiv,Pride and Prejudice,Romance,240,2,0,480,Website,Natalia,3
5110,2024-03-27,Odesa,1984,Fantasy,280,3,0,840,Mobile App,Iryna,5
5001,2024-01-08,Kyiv,Pet Sematary,Detective,270,1,0,270,Phone,Sofia,4
5049,2024-01-22,Dnipro,The Forest Song,Poetry,150,1,0,150,Mobile App,Sofia,3
5361,2024-08-01,Kharkiv,Pride and Prejudice,Romance,240,1,5,228,Phone,Oleg,5
5047,2024-01-04,Lviv,Pride and Prejudice,Romance,240,2,0,480,Phone,Iryna,3
5399,2024-08-15,Lviv,Dune,Fantasy,320,1,5,304,Mobile App,Victor,3
5220,2024-05-04,Kharkiv,Pet Sematary,Detective,270,3,0,810,Phone,Sofia,5
5120,2024-03-23,Kyiv,Pride and Prejudice,Romance,240,1,0,240,Phone,Sofia,4
5359,2024-08-11,Kharkiv,Shadows of Forgotten Ancestors,History,220,1,15,187,Phone,Oleg,4
5372,2024-08-24,Lviv,Pet Sematary,Detective,270,3,15,688.5,Phone,Oleg,4
5157,2024-04-04,Kharkiv,Dune,Fantasy,320,1,0,320,Website,Oleg,5
5321,2024-07-09,Dnipro,Pride and Prejudice,Romance,240,2,0,480,Phone,Iryna,4
5203,2024-05-21,Kharkiv,Pet Sematary,Detective,270,1,0,270,Website,Sofia,5
5027,2024-01-17,Kharkiv,The Forest Song,Poetry,150,1,0,150,Website,Sofia,4
5085,2024-02-08,Odesa,Sherlock Holmes,Detective,250,2,5,475,Phone,Sofia,3
5333,2024-07-05,Dnipro,The Power of Habit,Business,260,2,0,520,Mobile App,Natalia,3
5341,2024-07-17,Lviv,The Little Prince,Children's,160,5,20,640,Website,Sofia,5
5191,2024-04-05,Lviv,War and Peace,History,380,4,0,1520,Mobile App,Oleg,4
5043,2024-01-22,Lviv,Dune,Fantasy,320,2,0,640,Mobile App,Iryna,3
5129,2024-03-21,Kharkiv,Sapiens,Science,410,5,5,1947.5,Website,Oleg,5
5185,2024-04-22,Kyiv,War and Peace,History,380,1,0,380,Mobile App,Iryna,5
5336,2024-07-26,Lviv,Pride and Prejudice,Romance,240,3,0,720,Website,Iryna,5
5048,2024-01-14,Odesa,The Power of Habit,Business,260,1,0,260,Mobile App,Iryna,3
