subscriber_id,age,gender,country,plan,monthly_fee,join_date,is_active
1487,24,m,Ukraine,Premium,329,2024-11-23,No
1488,48,m,Lithuania,Family,449,2023-07-27,Yes
1489,31,f,Poland,Standard,219,2023-08-09,No
1490,18,f,Ukraine,Standard,219,2023-11-19,Yes
1491,27,f,Ukraine,Standard,219,2022-09-20,Yes
1492,19,m,Ukraine,Family,449,2024-11-02,Yes
1493,66,m,Ukraine,Standard,219,2023-05-27,No
1494,61,m,Ukraine,Family,449,2022-03-15,Yes
1495,43,m,Spain,Premium,329,2024-05-28,No
1496,16,f,Ukraine,Basic,149,2023-04-17,Yes
1497,35,m,Ukraine,Premium,329,2024-06-28,No
1498,18,f,Ukraine,Premium,329,2022-02-08,Yes
1499,16,f,Ukraine,Basic,149,2024-06-12,No
1500,70,f,Ukraine,Standard,219,2022-08-05,Yes
1501,28,f,Germany,Standard,219,2022-12-09,Yes
1502,66,m,Ukraine,Family,449,2023-03-13,Yes
1503,31,m,Ukraine,Premium,329,2024-05-03,No
1504,33,m,Ukraine,Premium,329,2022-11-02,Yes
1505,66,f,Spain,Basic,149,2023-09-28,Yes
1506,33,m,Poland,Premium,329,2022-03-03,Yes
1507,20,f,Ukraine,Standard,219,2023-09-26,Yes
1508,30,f,Ukraine,Family,449,2022-04-19,Yes
1509,29,f,Germany,Premium,329,2022-03-01,Yes
1510,31,m,Spain,Family,449,2022-06-16,Yes
1511,41,f,Ukraine,Standard,219,2023-03-25,Yes
1512,59,m,Spain,Premium,329,2024-06-18,Yes
1513,19,m,Ukraine,Family,449,2024-05-18,Yes
1514,47,m,Ukraine,Basic,149,2022-02-19,Yes
1515,22,m,Spain,Standard,219,2023-05-20,Yes
1516,47,f,Ukraine,Basic,149,2022-10-11,No
1517,63,m,Ukraine,Premium,329,2023-06-12,Yes
1518,60,f,Ukraine,Basic,149,2023-09-10,No
1519,41,m,Ukraine,Standard,219,2022-06-23,Yes
1520,35,m,Poland,Basic,149,2024-10-05,No
1521,60,m,Ukraine,Family,449,2022-09-24,No
1522,61,f,Ukraine,Standard,219,2023-04-06,Yes
1523,69,f,Lithuania,Family,449,2022-03-10,Yes
1524,17,f,Ukraine,Standard,219,2022-01-03,Yes
1525,34,m,Czech Republic,Standard,219,2023-10-19,Yes
1526,62,m,Spain,Standard,219,2024-12-22,Yes
1527,30,m,Czech Republic,Premium,329,2022-08-25,Yes
1528,37,f,Ukraine,Family,449,2023-11-16,Yes
1529,70,f,Ukraine,Basic,149,2023-04-20,Yes
1530,56,m,Lithuania,Standard,219,2022-06-10,No
1531,64,f,Germany,Family,449,2023-11-21,No
1532,39,m,Poland,Basic,149,2023-06-13,No
1533,20,m,Czech Republic,Family,449,2023-09-27,No
1534,68,m,Spain,Standard,219,2024-08-26,Yes
1535,29,f,Czech Republic,Premium,329,2022-01-25,Yes
1536,58,f,Germany,Standard,219,2022-10-13,Yes
1537,22,m,Ukraine,Premium,329,2024-03-17,No
1538,49,f,Ukraine,Standard,219,2023-04-23,Yes
1539,36,f,Ukraine,Premium,329,2023-08-05,Yes
1540,44,m,Spain,Premium,329,2022-08-23,Yes
1541,40,f,Lithuania,Basic,149,2022-01-02,Yes
1542,54,f,Czech Republic,Premium,329,2022-08-18,Yes
1543,70,m,Ukraine,Premium,329,2022-06-18,Yes
1544,59,f,Poland,Standard,219,2024-08-27,Yes
1545,43,f,Lithuania,Premium,329,2023-05-08,Yes
1546,47,f,Czech Republic,Family,449,2022-10-24,Yes
1547,39,f,Poland,Premium,329,2022-07-10,No
1548,69,m,Germany,Standard,219,2024-08-07,No
1549,63,m,Poland,Premium,329,2024-09-23,No
1550,34,m,Lithuania,Standard,219,2022-03-22,Yes
1551,21,m,Germany,Premium,329,2022-10-28,Yes
1552,40,f,Germany,Premium,329,2022-12-18,Yes
1553,28,f,Ukraine,Premium,329,2023-08-14,No
1554,53,m,Poland,Standard,219,2023-05-09,Yes
1555,36,f,Germany,Basic,149,2024-04-24,Yes
1556,21,m,Ukraine,Basic,149,2024-06-02,No
1557,44,m,Ukraine,Premium,329,2022-01-04,Yes
1558,53,f,Ukraine,Premium,329,2023-04-18,Yes
1559,47,f,Czech Republic,Basic,149,2023-06-24,Yes
1560,69,m,Ukraine,Basic,149,2022-08-22,Yes
1561,61,f,Germany,Standard,219,2023-06-27,Yes
1562,49,m,Ukraine,Premium,329,2022-09-02,Yes
1563,45,f,Poland,Premium,329,2022-10-09,Yes
1564,70,f,Poland,Basic,149,2022-04-18,Yes
1565,22,f,Germany,Family,449,2022-11-20,No
1566,17,m,Poland,Family,449,2023-11-20,Yes
1567,24,f,Ukraine,Basic,149,2022-08-15,Yes
1568,55,f,Germany,Premium,329,2023-12-02,No
1569,28,m,Germany,Family,449,2024-10-01,Yes
1570,62,m,Germany,Standard,219,2024-05-23,Yes
1571,48,m,Ukraine,Premium,329,2024-02-26,Yes
1572,45,f,Spain,Family,449,2022-03-13,Yes
1573,26,f,Czech Republic,Standard,219,2023-11-18,Yes
1574,65,f,Ukraine,Premium,329,2024-11-21,Yes
1575,67,f,Ukraine,Premium,329,2024-12-23,No
1576,66,m,Ukraine,Basic,149,2024-05-20,Yes
1577,33,m,Poland,Premium,329,2023-06-24,Yes
1578,19,f,Germany,Standard,219,2023-04-14,Yes
1579,26,f,Lithuania,Premium,329,2023-04-27,No
1580,34,m,Ukraine,Standard,219,2024-03-04,No
1581,21,f,Spain,Family,449,2022-04-01,No
1582,18,m,Ukraine,Premium,329,2022-09-04,Yes
1583,39,f,Poland,Standard,219,2023-03-21,Yes
1584,69,m,Germany,Premium,329,2022-05-25,Yes
1585,27,f,Spain,Premium,329,2023-10-26,No
1586,43,m,Germany,Premium,329,2022-03-25,Yes
1587,22,m,Poland,Basic,149,2023-02-16,Yes
1588,65,m,Germany,Standard,219,2023-01-10,Yes
1589,27,f,Lithuania,Standard,219,2022-01-07,Yes
1590,26,m,Lithuania,Premium,329,2022-05-16,Yes
1591,19,f,Ukraine,Standard,219,2024-01-26,Yes
1592,46,m,Ukraine,Basic,149,2023-11-06,Yes
1593,63,f,Poland,Standard,219,2024-03-15,Yes
1594,63,f,Spain,Basic,149,2022-07-02,Yes
1595,70,f,Ukraine,Basic,149,2022-06-22,Yes
1596,53,f,Ukraine,Premium,329,2022-04-15,Yes
1597,30,m,Ukraine,Family,449,2024-03-26,Yes
1598,38,m,Germany,Family,449,2024-06-12,Yes
1599,64,f,Czech Republic,Standard,219,2024-05-03,No
1600,68,m,Poland,Standard,219,2022-07-28,Yes
