customer_id,gender,age,country,channel,device,spend,session_min,sat_before,sat_after,purchased
1384,f,58,Ukraine,Organic,Mobile,674.6,7.8,6,5,No
1385,f,28,Ukraine,Organic,Mobile,932,10.3,10,10,No
1386,m,38,Ukraine,Social Media,Mobile,953.93,32.2,4,4,No
1387,f,30,Germany,Organic,Desktop,1115.45,21.9,7,5,Yes
1388,f,35,Germany,Social Media,Mobile,684.62,11.4,4,8,No
1389,m,35,Ukraine,Organic,Desktop,684.95,26.1,6,7,No
1390,m,25,Ukraine,Organic,Mobile,1187.94,34.3,6,6,No
1391,f,31,Poland,Social Media,Desktop,389.41,20.4,6,7,Yes
1392,f,18,Ukraine,Advertising,Mobile,1587.67,47.9,7,5,No
1393,m,40,Ukraine,Social Media,Mobile,58.5,5.9,7,8,No
1394,f,40,Poland,Advertising,Desktop,1048.82,18.4,7,7,Yes
1395,m,28,Poland,Organic,Mobile,801.52,24.3,9,9,Yes
1396,m,31,Poland,Advertising,Mobile,1411.22,22.8,8,10,No
1397,f,18,Ukraine,Organic,Mobile,824.65,19.6,7,7,Yes
1398,m,40,Ukraine,Organic,Mobile,822.62,20.3,6,6,No
1399,m,38,Ukraine,Advertising,Desktop,1136.01,7,6,7,Yes
1400,m,49,Poland,Organic,Mobile,443.99,8.2,7,8,No
1401,m,42,Ukraine,Social Media,Desktop,1043.62,24.5,8,9,Yes
1402,f,28,Poland,Advertising,Desktop,1643.42,42.3,7,8,Yes
1403,m,37,Ukraine,Advertising,Mobile,1184.06,43.7,5,7,No
1404,f,22,Poland,Advertising,Mobile,516.77,1,6,9,No
1405,m,62,Poland,Advertising,Desktop,576.79,37.7,6,7,No
1406,m,34,Poland,Advertising,Mobile,1408.39,45.5,5,5,No
1407,f,29,Germany,Advertising,Mobile,782.3,32.1,7,7,Yes
1408,f,18,Poland,Advertising,Mobile,1142.39,27,9,10,No
1409,m,48,Poland,Social Media,Desktop,1082.58,23.2,9,10,Yes
1410,m,24,Germany,Organic,Desktop,989.75,8.4,5,8,No
1411,m,30,Germany,Organic,Desktop,319.02,10.1,5,6,Yes
1412,f,30,Ukraine,Organic,Mobile,371.38,21.4,5,5,No
1413,f,26,Ukraine,Advertising,Mobile,1127.42,22.6,6,6,No
1414,f,26,Germany,Social Media,Mobile,497.08,11,9,10,No
1415,f,33,Ukraine,Advertising,Desktop,998.94,29.1,6,7,Yes
1416,f,45,Ukraine,Social Media,Mobile,534.99,9.3,3,7,No
1417,m,29,Ukraine,Advertising,Desktop,797.31,9.9,7,7,No
1418,f,36,Poland,Social Media,Mobile,1148.89,28.1,8,6,No
1419,f,19,Poland,Social Media,Desktop,596.12,1,4,3,No
1420,f,34,Ukraine,Organic,Mobile,289,10.4,7,8,No
1421,m,39,Ukraine,Social Media,Mobile,50,1,6,7,No
1422,m,36,Germany,Advertising,Mobile,1071.61,20,2,4,No
1423,f,18,Ukraine,Organic,Mobile,751.67,39.6,7,5,No
1424,f,18,Poland,Organic,Mobile,729.25,21.8,6,7,No
1425,m,32,Germany,Social Media,Mobile,660.4,20.9,8,9,No
1426,m,52,Ukraine,Advertising,Mobile,1540.06,27.2,8,8,No
1427,m,35,Germany,Social Media,Mobile,201.84,1,4,4,No
1428,m,18,Germany,Social Media,Desktop,752.22,13.3,5,7,Yes
1429,m,23,Ukraine,Organic,Mobile,1214.27,33.3,8,8,No
1430,m,18,Ukraine,Advertising,Mobile,1015.61,28,5,5,No
1431,f,18,Ukraine,Social Media,Mobile,748.13,14.8,6,4,No
1432,f,34,Ukraine,Social Media,Mobile,404.84,7.9,4,7,No
1433,f,52,Germany,Organic,Mobile,50,1,4,3,Yes
1434,m,44,Ukraine,Advertising,Desktop,1069.63,38.7,7,8,No
1435,m,35,Ukraine,Social Media,Mobile,869.56,21.1,4,4,No
1436,f,30,Poland,Social Media,Desktop,1259.54,31.5,6,7,Yes
1437,f,18,Ukraine,Organic,Mobile,595.62,15.3,7,8,No
1438,m,28,Germany,Organic,Mobile,619.26,21.5,7,7,Yes
1439,m,27,Ukraine,Advertising,Mobile,1338.93,28,6,6,No
1440,m,39,Germany,Advertising,Mobile,1338.53,20.5,4,3,Yes
1441,f,38,Germany,Advertising,Desktop,1346.44,33.4,7,10,Yes
1442,m,29,Ukraine,Social Media,Mobile,767.78,21.7,5,8,No
1443,f,44,Poland,Social Media,Mobile,744.38,16.6,8,10,No
1444,m,43,Germany,Organic,Mobile,801.28,16,7,5,No
1445,m,30,Germany,Social Media,Mobile,441.92,35.8,7,9,No
1446,f,37,Ukraine,Organic,Mobile,799.54,24.3,5,5,No
1447,f,40,Ukraine,Social Media,Mobile,560.18,22.7,7,9,No
1448,m,30,Poland,Social Media,Mobile,1057.54,33,7,9,No
1449,m,28,Ukraine,Organic,Mobile,834.17,33.3,7,6,No
1450,f,26,Ukraine,Organic,Mobile,675.77,20.5,10,9,No
1451,f,51,Ukraine,Advertising,Desktop,799.33,19.4,6,6,No
1452,m,21,Poland,Social Media,Mobile,253.52,11.1,5,5,Yes
1453,f,23,Poland,Social Media,Mobile,747.71,30,6,7,No
1454,m,18,Ukraine,Organic,Desktop,771.6,21.6,7,7,Yes
1455,f,27,Poland,Advertising,Mobile,1218.03,28.5,4,7,No
1456,m,47,Germany,Social Media,Desktop,1073.52,27.4,4,4,Yes
1457,f,22,Germany,Organic,Mobile,1279.37,23.5,6,7,No
1458,f,45,Ukraine,Advertising,Mobile,862.6,20.6,9,10,No
1459,f,42,Ukraine,Organic,Mobile,947.81,28.3,5,4,No
1460,m,25,Poland,Organic,Mobile,1174.72,39,8,5,No
1461,m,20,Ukraine,Organic,Mobile,963.48,29.1,9,10,Yes
1462,f,29,Ukraine,Social Media,Desktop,533.65,25.1,4,4,Yes
1463,f,28,Ukraine,Social Media,Mobile,811.03,13.7,5,5,No
1464,m,38,Poland,Social Media,Desktop,838.84,27.2,5,6,Yes
1465,f,18,Poland,Social Media,Mobile,693.81,26.2,6,8,No
1466,m,48,Germany,Organic,Desktop,1178.55,29.2,8,8,No
1467,m,51,Ukraine,Social Media,Desktop,335.97,19.2,10,10,Yes
1468,f,52,Ukraine,Organic,Mobile,1006.32,17.7,7,9,Yes
1469,m,39,Poland,Organic,Mobile,518.25,1.2,7,10,Yes
1470,m,40,Poland,Advertising,Mobile,1015.06,26.4,8,10,No
1471,f,29,Germany,Advertising,Mobile,1276.71,23.1,8,8,No
1472,m,38,Poland,Advertising,Mobile,1474.83,46.1,7,8,No
1473,f,31,Ukraine,Advertising,Desktop,1311.89,28.6,8,9,No
1474,f,40,Poland,Advertising,Desktop,1040.53,26,5,5,No
1475,f,49,Ukraine,Organic,Desktop,425.97,17.6,6,5,Yes
1476,m,18,Germany,Social Media,Desktop,511.37,11.6,8,7,No
1477,m,30,Ukraine,Social Media,Mobile,612.59,15.7,10,10,No
1478,f,32,Germany,Organic,Mobile,890.06,23.7,8,7,No
1479,f,26,Germany,Organic,Desktop,513.17,20.8,6,5,Yes
1480,f,30,Ukraine,Advertising,Desktop,1043.58,20.9,8,9,Yes
1481,f,28,Germany,Advertising,Mobile,524.18,7.7,7,8,No
1482,f,28,Ukraine,Organic,Mobile,288.68,3.8,4,4,No
1483,m,18,Germany,Social Media,Desktop,936.98,26.7,6,7,Yes
1484,m,53,Poland,Organic,Desktop,1302.2,33.1,9,10,Yes
1485,m,20,Ukraine,Advertising,Mobile,971.34,10,6,8,No
1486,m,24,Ukraine,Social Media,Desktop,1040.62,25.6,7,6,Yes
1487,m,34,Ukraine,Social Media,Desktop,598.63,16.5,8,9,Yes
1488,m,36,Germany,Organic,Mobile,906.62,23.7,6,8,Yes
1489,f,36,Poland,Organic,Mobile,750.35,21.6,3,5,No
1490,m,38,Ukraine,Advertising,Desktop,874.59,16.4,4,5,No
1491,m,42,Poland,Advertising,Mobile,1283.61,25.9,5,6,Yes
1492,m,54,Poland,Organic,Mobile,828.53,34.4,8,8,No
1493,m,35,Germany,Organic,Mobile,544.88,27.9,8,10,Yes
1494,f,42,Poland,Advertising,Mobile,1158.44,28.2,4,7,No
1495,m,44,Ukraine,Advertising,Desktop,741.39,27.2,8,7,Yes
1496,m,46,Ukraine,Social Media,Desktop,639.7,6.4,6,7,Yes
1497,m,29,Ukraine,Organic,Mobile,780.85,8.3,7,5,Yes
1498,f,45,Ukraine,Organic,Mobile,579.02,17,6,6,Yes
1499,m,57,Ukraine,Social Media,Desktop,337.19,5.9,7,7,No
1500,m,31,Poland,Social Media,Mobile,552.9,10,7,8,No
