session_id,subscriber_id,date,genre,device,duration_min,rating
54002,1040,2024-02-21,Series,Laptop,43,4
51478,1438,2024-02-06,Horror,Smart TV,5,4
51346,1079,2024-07-13,Action,Smart TV,77,5
53437,1592,2024-04-15,Documentary,Tablet,21,4
54710,1056,2024-02-08,Animation,Laptop,92,4
51107,1045,2024-06-07,Romance,Laptop,73,4
53190,1385,2024-03-17,Horror,Tablet,108,5
52028,1334,2024-07-28,Drama,Smart TV,33,5
54595,1220,2024-02-03,Animation,Smart TV,58,1
54094,1150,2024-04-13,Horror,Smart TV,38,5
52392,1353,2024-06-26,Horror,Laptop,43,3
52694,1595,2024-06-29,Animation,Mobile,23,5
54698,1067,2024-01-29,Documentary,Smart TV,33,4
54400,1384,2024-04-30,Comedy,Laptop,59,3
51541,1117,2024-03-31,Romance,Mobile,17,1
50597,1395,2024-06-24,Comedy,Mobile,48,4
50895,1357,2024-03-26,Horror,Mobile,81,4
54201,1267,2024-04-08,Series,Smart TV,42,3
53705,1228,2024-03-30,Animation,Laptop,35,4
52132,1498,2024-06-17,Drama,Smart TV,91,4
53402,1417,2024-06-23,Documentary,Laptop,50,3
50067,1103,2024-04-23,Drama,Mobile,64,4
50258,1182,2024-04-08,Action,Laptop,26,5
51965,1015,2024-01-24,Series,Smart TV,73,5
51381,1154,2024-02-19,Drama,Smart TV,75,4
53922,1450,2024-05-09,Horror,Smart TV,88,3
52033,1150,2024-07-12,Drama,Laptop,27,5
52776,1044,2024-01-26,Romance,Smart TV,57,3
53276,1283,2024-03-21,Action,Tablet,78,4
54943,1062,2024-01-11,Horror,Smart TV,17,3
54506,1538,2024-05-30,Documentary,Smart TV,66,3
54505,1430,2024-04-10,Drama,Laptop,16,5
50295,1324,2024-01-14,Series,Laptop,35,5
50484,1006,2024-02-12,Series,Smart TV,82,1
50891,1162,2024-04-11,Animation,Laptop,69,4
51515,1133,2024-06-29,Documentary,Smart TV,22,5
51491,1053,2024-08-17,Drama,Smart TV,59,4
52569,1362,2024-01-28,Horror,Laptop,111,3
54748,1402,2024-04-26,Action,Laptop,45,4
53709,1016,2024-05-09,Comedy,Mobile,63,4
54358,1483,2024-04-06,Animation,Tablet,60,3
52882,1075,2024-04-07,Comedy,Laptop,52,5
51684,1278,2024-08-20,Horror,Tablet,69,4
50616,1087,2024-01-26,Romance,Smart TV,104,4
54444,1298,2024-01-05,Series,Mobile,64,4
50776,1598,2024-04-20,Series,Mobile,16,4
52376,1143,2024-04-04,Series,Laptop,71,4
50919,1388,2024-01-20,Comedy,Laptop,91,3
53868,1597,2024-06-27,Animation,Smart TV,65,4
50072,1284,2024-04-04,Documentary,Laptop,109,3
50420,1061,2024-02-28,Documentary,Tablet,18,5
51735,1097,2024-03-11,Romance,Mobile,51,5
54108,1518,2024-05-29,Horror,Laptop,93,4
54462,1076,2024-03-26,Horror,Smart TV,56,4
53194,1582,2024-06-16,Comedy,Smart TV,63,4
54140,1181,2024-04-20,Horror,Tablet,57,4
54801,1431,2024-03-06,Animation,Mobile,68,3
50634,1033,2024-08-07,Drama,Tablet,104,4
52119,1527,2024-05-06,Documentary,Tablet,75,4
53770,1522,2024-03-17,Documentary,Smart TV,51,4
52927,1423,2024-04-26,Series,Smart TV,72,4
50623,1580,2024-02-12,Animation,Laptop,27,3
52552,1116,2024-01-08,Horror,Smart TV,17,4
52561,1081,2024-03-15,Animation,Mobile,73,4
54810,1048,2024-07-08,Documentary,Laptop,21,4
53550,1190,2024-08-09,Comedy,Laptop,75,4
51707,1289,2024-05-04,Horror,Smart TV,51,4
54291,1440,2024-02-04,Action,Smart TV,41,3
51024,1149,2024-04-17,Drama,Smart TV,58,4
52272,1410,2024-08-20,Action,Smart TV,106,1
54785,1532,2024-08-13,Drama,Mobile,91,5
54059,1328,2024-05-19,Romance,Mobile,59,5
54233,1245,2024-06-07,Comedy,Tablet,84,5
52887,1357,2024-01-05,Documentary,Smart TV,79,3
52274,1457,2024-02-02,Documentary,Smart TV,55,5
54372,1388,2024-08-19,Documentary,Laptop,78,5
51721,1098,2024-07-07,Animation,Laptop,41,5
54271,1079,2024-06-04,Drama,Tablet,102,4
52228,1331,2024-05-22,Comedy,Smart TV,62,4
51635,1426,2024-08-20,Drama,Smart TV,36,5
54641,1319,2024-02-03,Horror,Smart TV,101,5
51276,1571,2024-04-07,Action,Tablet,60,4
54596,1073,2024-05-16,Comedy,Mobile,29,5
52355,1364,2024-05-30,Drama,Mobile,67,4
54425,1132,2024-06-24,Series,Laptop,56,5
53504,1341,2024-06-29,Comedy,Mobile,39,4
54577,1199,2024-04-19,Documentary,Mobile,112,5
51164,1256,2024-06-01,Comedy,Smart TV,23,3
51336,1327,2024-07-03,Drama,Smart TV,35,2
51521,1502,2024-04-12,Romance,Mobile,88,4
53665,1146,2024-05-12,Animation,Smart TV,42,5
54245,1450,2024-06-14,Documentary,Smart TV,26,4
50004,1063,2024-01-06,Horror,Mobile,57,3
54733,1200,2024-01-02,Romance,Mobile,95,3
52012,1289,2024-02-21,Action,Smart TV,5,4
50088,1447,2024-05-25,Series,Smart TV,41,5
52424,1294,2024-02-09,Comedy,Smart TV,83,4
52030,1110,2024-02-15,Series,Tablet,19,1
50769,1166,2024-03-17,Horror,Laptop,48,5
54532,1239,2024-02-27,Documentary,Laptop,62,4
51481,1414,2024-07-05,Romance,Mobile,20,1
51570,1069,2024-02-09,Series,Mobile,78,2
53360,1557,2024-02-14,Action,Smart TV,26,1
52593,1240,2024-05-31,Comedy,Smart TV,105,5
53470,1142,2024-07-04,Drama,Mobile,93,5
54373,1252,2024-03-28,Animation,Laptop,21,4
51487,1179,2024-04-08,Animation,Laptop,18,4
53979,1435,2024-01-09,Comedy,Tablet,31,5
52746,1484,2024-02-10,Horror,Mobile,93,3
52859,1221,2024-02-20,Drama,Smart TV,26,3
54488,1180,2024-02-28,Horror,Laptop,5,5
53853,1583,2024-03-03,Animation,Laptop,29,5
52420,1032,2024-05-11,Action,Laptop,87,4
53005,1132,2024-01-05,Animation,Mobile,64,4
54176,1346,2024-06-26,Horror,Laptop,44,5
50820,1217,2024-06-26,Comedy,Smart TV,70,4
54119,1175,2024-08-13,Comedy,Smart TV,47,4
53661,1160,2024-04-24,Horror,Laptop,51,5
53667,1453,2024-07-04,Drama,Smart TV,90,3
51379,1487,2024-07-24,Horror,Smart TV,59,4
51866,1513,2024-01-23,Comedy,Tablet,55,3
51232,1586,2024-01-08,Comedy,Tablet,107,3
50407,1384,2024-01-02,Drama,Smart TV,104,5
54322,1562,2024-04-16,Drama,Laptop,74,4
53645,1470,2024-06-03,Horror,Tablet,18,5
53520,1317,2024-08-18,Action,Mobile,103,5
53594,1356,2024-08-24,Action,Tablet,66,4
52334,1005,2024-04-10,Documentary,Laptop,42,4
53720,1145,2024-03-28,Animation,Mobile,41,1
54974,1328,2024-08-14,Romance,Smart TV,49,5
53110,1049,2024-03-16,Action,Laptop,39,4
50405,1091,2024-07-08,Comedy,Tablet,44,4
52046,1486,2024-06-18,Romance,Smart TV,95,3
51408,1531,2024-01-02,Comedy,Mobile,60,5
53805,1348,2024-04-17,Drama,Tablet,67,2
53125,1493,2024-05-03,Comedy,Mobile,62,4
52608,1325,2024-05-10,Comedy,Laptop,26,4
54931,1372,2024-02-26,Animation,Mobile,95,4
51272,1577,2024-04-26,Comedy,Mobile,69,4
52416,1360,2024-05-27,Animation,Smart TV,20,3
50710,1400,2024-05-13,Series,Smart TV,74,3
51979,1526,2024-02-26,Romance,Tablet,44,3
50127,1447,2024-01-08,Series,Smart TV,75,2
51077,1535,2024-08-03,Horror,Smart TV,76,5
52352,1246,2024-04-13,Documentary,Smart TV,59,5
52036,1565,2024-01-07,Comedy,Tablet,104,4
52628,1029,2024-04-10,Series,Smart TV,5,5
54005,1549,2024-01-20,Horror,Laptop,104,5
50034,1133,2024-02-15,Action,Mobile,55,4
54096,1051,2024-03-28,Animation,Smart TV,47,3
52207,1096,2024-06-28,Animation,Smart TV,21,4
53609,1015,2024-05-02,Horror,Laptop,69,5
50609,1448,2024-03-16,Romance,Smart TV,5,4
50931,1048,2024-03-02,Comedy,Laptop,12,4
50028,1288,2024-02-03,Horror,Smart TV,45,5
51579,1520,2024-05-03,Comedy,Mobile,22,4
50795,1491,2024-01-04,Romance,Smart TV,62,4
52968,1197,2024-01-08,Series,Mobile,50,4
51698,1298,2024-01-12,Horror,Smart TV,40,5
54471,1200,2024-07-07,Comedy,Laptop,26,5
52798,1455,2024-01-03,Romance,Laptop,64,5
53579,1332,2024-04-27,Series,Tablet,24,3
50293,1586,2024-05-01,Action,Mobile,39,1
54756,1168,2024-08-11,Series,Laptop,51,2
51975,1414,2024-01-25,Romance,Smart TV,5,3
54098,1205,2024-05-06,Comedy,Smart TV,39,2
53188,1462,2024-06-22,Action,Tablet,30,3
51751,1341,2024-02-27,Drama,Mobile,99,5
52857,1588,2024-02-29,Action,Laptop,82,4
52711,1278,2024-05-27,Documentary,Smart TV,88,3
54381,1350,2024-03-04,Action,Mobile,83,3
54552,1361,2024-04-07,Documentary,Laptop,107,4
54268,1382,2024-02-10,Series,Smart TV,32,3
51596,1131,2024-03-06,Horror,Laptop,39,5
53084,1160,2024-06-21,Romance,Laptop,50,5
53068,1327,2024-08-22,Series,Laptop,34,5
52199,1192,2024-05-30,Romance,Smart TV,45,4
50605,1107,2024-04-13,Action,Smart TV,33,2
50158,1008,2024-02-22,Drama,Smart TV,79,5
52133,1447,2024-05-18,Romance,Laptop,56,4
52969,1554,2024-04-27,Series,Mobile,61,4
51442,1353,2024-01-05,Drama,Mobile,22,5
51175,1097,2024-07-12,Animation,Smart TV,41,4
54277,1248,2024-05-16,Horror,Smart TV,37,5
53356,1564,2024-04-15,Documentary,Laptop,29,5
51273,1571,2024-04-06,Comedy,Smart TV,114,3
52978,1019,2024-06-19,Drama,Mobile,91,5
50857,1191,2024-07-25,Action,Laptop,55,5
51977,1118,2024-06-09,Documentary,Smart TV,118,3
52084,1549,2024-06-19,Series,Laptop,53,1
52075,1073,2024-08-23,Documentary,Laptop,49,4
51085,1234,2024-04-19,Romance,Mobile,5,5
54586,1004,2024-06-09,Drama,Laptop,28,3
54129,1054,2024-05-20,Drama,Laptop,87,4
52959,1398,2024-01-29,Horror,Mobile,73,4
51449,1156,2024-04-13,Romance,Mobile,51,4
50090,1501,2024-04-10,Comedy,Smart TV,57,4
52096,1084,2024-01-30,Romance,Smart TV,48,4
53319,1196,2024-04-25,Animation,Smart TV,95,4
54438,1099,2024-06-08,Animation,Laptop,47,4
54395,1210,2024-07-28,Series,Laptop,48,4
52963,1391,2024-02-07,Horror,Mobile,95,5
50716,1116,2024-07-27,Documentary,Tablet,85,2
51032,1219,2024-02-24,Horror,Smart TV,81,4
50606,1389,2024-07-18,Comedy,Tablet,48,4
52292,1314,2024-02-25,Horror,Mobile,13,4
54663,1546,2024-03-19,Animation,Mobile,52,4
51058,1136,2024-08-15,Animation,Laptop,81,4
51453,1486,2024-07-01,Series,Mobile,61,5
53622,1228,2024-03-08,Comedy,Laptop,143,4
53309,1362,2024-01-28,Series,Smart TV,81,4
53686,1393,2024-04-22,Drama,Smart TV,10,4
52216,1324,2024-07-15,Comedy,Smart TV,66,4
50940,1149,2024-02-27,Drama,Tablet,120,5
50767,1418,2024-04-07,Action,Laptop,73,4
52766,1171,2024-06-03,Action,Smart TV,55,2
54021,1483,2024-03-23,Drama,Smart TV,63,5
50287,1514,2024-01-08,Horror,Smart TV,61,4
52363,1405,2024-02-08,Romance,Mobile,73,4
53785,1407,2024-07-21,Drama,Laptop,49,5
54796,1345,2024-04-16,Drama,Laptop,113,4
51816,1143,2024-01-18,Drama,Laptop,21,4
54928,1304,2024-04-16,Comedy,Smart TV,61,4
54510,1069,2024-07-17,Documentary,Laptop,103,4
51154,1252,2024-06-28,Series,Mobile,54,5
51518,1339,2024-07-02,Comedy,Laptop,64,4
50513,1483,2024-04-21,Animation,Smart TV,36,3
52240,1178,2024-03-12,Animation,Smart TV,45,3
54138,1238,2024-02-24,Series,Tablet,45,4
53053,1011,2024-07-31,Documentary,Smart TV,41,3
51140,1007,2024-03-19,Drama,Laptop,63,3
52359,1117,2024-05-13,Series,Laptop,5,2
53226,1455,2024-04-16,Series,Mobile,42,3
53116,1526,2024-02-07,Documentary,Smart TV,24,4
50814,1079,2024-05-25,Horror,Tablet,119,3
50100,1373,2024-05-31,Horror,Tablet,8,4
50269,1380,2024-07-11,Romance,Mobile,71,5
51904,1118,2024-07-25,Romance,Smart TV,78,5
54585,1421,2024-08-22,Comedy,Smart TV,18,2
51843,1025,2024-06-05,Series,Laptop,53,2
51100,1207,2024-02-02,Drama,Laptop,34,5
51864,1498,2024-03-01,Series,Tablet,74,4
52072,1531,2024-01-12,Comedy,Smart TV,50,3
50124,1448,2024-05-28,Animation,Smart TV,84,5
51972,1318,2024-05-06,Series,Laptop,63,5
54758,1173,2024-03-28,Comedy,Laptop,107,3
50257,1452,2024-08-11,Romance,Mobile,29,4
54578,1089,2024-05-30,Action,Smart TV,45,1
50137,1127,2024-05-15,Action,Smart TV,50,5
53435,1113,2024-01-21,Drama,Laptop,44,5
53715,1272,2024-03-03,Comedy,Mobile,87,4
54559,1089,2024-08-07,Drama,Mobile,94,5
53030,1011,2024-04-13,Drama,Tablet,77,5
52814,1463,2024-04-08,Documentary,Smart TV,46,4
50603,1090,2024-06-24,Romance,Laptop,37,5
54312,1002,2024-06-04,Comedy,Laptop,88,5
53191,1052,2024-07-14,Series,Mobile,49,4
54050,1263,2024-05-18,Action,Laptop,73,5
53846,1578,2024-07-09,Series,Mobile,67,5
53230,1439,2024-02-27,Animation,Tablet,27,1
51278,1427,2024-02-02,Documentary,Mobile,71,4
51096,1284,2024-01-19,Comedy,Mobile,25,4
50029,1187,2024-07-23,Drama,Smart TV,34,2
53115,1268,2024-03-15,Animation,Smart TV,110,4
53892,1338,2024-01-04,Action,Smart TV,47,5
53361,1591,2024-01-23,Drama,Laptop,54,5
54147,1262,2024-06-21,Comedy,Laptop,69,3
50498,1128,2024-02-16,Comedy,Smart TV,35,4
51356,1129,2024-06-09,Series,Laptop,63,5
52820,1043,2024-08-16,Animation,Smart TV,64,3
53476,1513,2024-07-21,Horror,Laptop,89,5
52813,1101,2024-07-21,Horror,Mobile,28,4
54122,1091,2024-01-26,Drama,Smart TV,25,3
54617,1400,2024-08-07,Romance,Mobile,43,5
54290,1248,2024-06-16,Romance,Laptop,38,5
51181,1184,2024-02-11,Horror,Laptop,49,4
54767,1056,2024-05-21,Series,Laptop,59,4
51859,1290,2024-01-07,Horror,Mobile,67,4
54253,1447,2024-06-16,Horror,Laptop,68,5
54103,1078,2024-07-23,Series,Smart TV,44,5
53381,1262,2024-01-04,Action,Tablet,51,5
52409,1054,2024-08-04,Romance,Smart TV,118,4
52304,1009,2024-06-16,Romance,Smart TV,41,5
53887,1433,2024-03-31,Action,Smart TV,44,4
54588,1002,2024-07-20,Horror,Smart TV,25,4
51708,1453,2024-08-17,Animation,Laptop,91,3
51661,1583,2024-01-30,Romance,Smart TV,63,3
51488,1111,2024-02-02,Series,Smart TV,5,5
54793,1032,2024-03-14,Drama,Tablet,63,1
52851,1184,2024-01-15,Action,Smart TV,7,4
54473,1052,2024-04-09,Animation,Tablet,86,5
52938,1014,2024-07-04,Series,Smart TV,5,4
51700,1510,2024-06-09,Romance,Laptop,39,5
52733,1519,2024-05-04,Romance,Tablet,107,2
53799,1226,2024-02-20,Action,Mobile,48,2
50955,1428,2024-04-14,Series,Laptop,49,1
51627,1540,2024-04-10,Documentary,Smart TV,93,4
52686,1588,2024-04-26,Comedy,Smart TV,20,5
51238,1295,2024-01-12,Animation,Mobile,75,4
51527,1232,2024-03-06,Horror,Smart TV,58,3
50125,1011,2024-02-23,Documentary,Smart TV,46,3
52662,1463,2024-07-04,Animation,Laptop,75,4
53704,1536,2024-01-19,Documentary,Mobile,5,5
54472,1177,2024-08-13,Drama,Tablet,46,4
51921,1044,2024-03-31,Horror,Mobile,60,4
52834,1198,2024-06-21,Horror,Laptop,67,1
52040,1242,2024-04-09,Animation,Mobile,81,4
50862,1041,2024-07-08,Animation,Smart TV,29,3
52544,1432,2024-05-17,Animation,Laptop,19,3
52916,1331,2024-05-29,Romance,Smart TV,31,1
52928,1288,2024-02-13,Action,Laptop,47,4
51535,1338,2024-01-05,Series,Mobile,41,3
53697,1227,2024-05-23,Action,Laptop,73,4
51831,1330,2024-06-07,Series,Mobile,64,4
52303,1246,2024-03-23,Action,Smart TV,76,4
51600,1127,2024-04-10,Series,Smart TV,99,4
50221,1200,2024-06-19,Comedy,Laptop,77,4
51228,1574,2024-07-13,Romance,Laptop,20,4
50213,1514,2024-02-17,Comedy,Laptop,43,4
54089,1438,2024-07-07,Romance,Mobile,73,5
52161,1020,2024-07-24,Action,Laptop,116,5
53338,1201,2024-08-18,Drama,Mobile,50,5
50378,1562,2024-02-10,Animation,Mobile,72,5
52734,1099,2024-03-23,Drama,Laptop,81,3
53780,1032,2024-03-19,Comedy,Smart TV,65,5
53028,1086,2024-04-03,Romance,Mobile,23,4
54480,1064,2024-04-03,Documentary,Smart TV,56,2
53674,1163,2024-07-21,Animation,Tablet,5,5
52255,1138,2024-03-11,Drama,Smart TV,38,5
53812,1312,2024-01-30,Comedy,Laptop,8,4
54802,1289,2024-01-15,Comedy,Smart TV,9,4
54364,1163,2024-01-24,Comedy,Smart TV,40,4
50488,1392,2024-03-05,Drama,Smart TV,73,5
50690,1459,2024-08-24,Series,Smart TV,5,4
54107,1178,2024-08-25,Drama,Mobile,17,5
50943,1197,2024-03-03,Action,Smart TV,5,5
50395,1502,2024-06-16,Comedy,Smart TV,65,5
50617,1079,2024-02-17,Series,Laptop,55,2
53721,1477,2024-05-01,Documentary,Mobile,38,3
51730,1220,2024-04-14,Romance,Smart TV,47,4
51883,1301,2024-02-17,Action,Laptop,59,4
54152,1495,2024-03-02,Romance,Mobile,55,5
54189,1448,2024-05-19,Animation,Smart TV,5,4
54405,1161,2024-06-28,Series,Mobile,72,5
52695,1243,2024-04-28,Series,Laptop,84,4
50282,1121,2024-02-02,Animation,Laptop,60,2
52032,1356,2024-07-06,Animation,Smart TV,54,4
53202,1023,2024-01-29,Action,Laptop,67,5
53380,1029,2024-05-25,Action,Mobile,31,4
52222,1538,2024-05-14,Horror,Laptop,16,4
53185,1432,2024-08-08,Romance,Laptop,27,4
52411,1006,2024-08-25,Comedy,Mobile,5,5
53015,1089,2024-01-02,Horror,Laptop,18,4
52037,1531,2024-02-01,Drama,Laptop,66,5
53897,1240,2024-02-20,Documentary,Smart TV,88,4
53630,1479,2024-08-01,Action,Laptop,69,5
51347,1536,2024-02-14,Series,Laptop,54,4
54658,1244,2024-02-12,Horror,Smart TV,61,4
50259,1514,2024-02-01,Action,Mobile,56,1
54406,1453,2024-03-25,Series,Smart TV,98,4
52678,1379,2024-04-25,Action,Mobile,44,4
52189,1185,2024-08-19,Documentary,Mobile,32,5
51952,1044,2024-07-21,Documentary,Laptop,65,5
50792,1220,2024-02-24,Animation,Tablet,52,5
50561,1372,2024-06-14,Drama,Mobile,105,4
52031,1279,2024-06-20,Comedy,Smart TV,5,4
53029,1136,2024-04-02,Documentary,Mobile,48,5
51522,1112,2024-08-18,Documentary,Mobile,79,4
52799,1362,2024-04-23,Series,Laptop,47,4
54207,1562,2024-05-14,Comedy,Mobile,40,4
53354,1524,2024-07-07,Series,Smart TV,33,5
51701,1089,2024-05-27,Horror,Laptop,25,5
51872,1397,2024-01-28,Animation,Laptop,99,4
51319,1327,2024-02-04,Horror,Smart TV,17,3
53052,1380,2024-02-04,Drama,Laptop,92,3
52395,1516,2024-02-21,Romance,Mobile,52,4
54590,1507,2024-08-21,Drama,Smart TV,101,4
51055,1501,2024-08-23,Comedy,Smart TV,71,4
52047,1488,2024-05-13,Documentary,Smart TV,51,5
51117,1285,2024-05-23,Series,Laptop,51,4
51754,1255,2024-07-31,Series,Laptop,57,4
52698,1281,2024-01-22,Series,Mobile,43,1
51393,1546,2024-01-10,Horror,Smart TV,84,4
51673,1314,2024-01-02,Drama,Tablet,21,4
53236,1341,2024-02-25,Action,Smart TV,54,3
50048,1590,2024-07-22,Action,Laptop,59,5
51641,1098,2024-08-24,Action,Smart TV,44,3
50901,1573,2024-05-24,Animation,Tablet,29,2
53866,1176,2024-01-16,Series,Smart TV,95,3
50120,1426,2024-06-24,Comedy,Mobile,41,4
54440,1590,2024-06-22,Documentary,Mobile,56,3
53587,1118,2024-06-03,Action,Laptop,58,4
54219,1016,2024-03-26,Action,Smart TV,65,5
54650,1027,2024-08-10,Animation,Mobile,45,5
50044,1123,2024-05-14,Animation,Smart TV,55,4
52319,1171,2024-02-10,Animation,Mobile,24,3
51056,1410,2024-05-22,Animation,Laptop,45,5
52825,1111,2024-06-30,Action,Laptop,13,5
51814,1424,2024-03-16,Romance,Mobile,48,4
50092,1094,2024-01-26,Action,Mobile,36,5
53663,1284,2024-01-08,Animation,Smart TV,76,3
50924,1081,2024-01-27,Action,Laptop,102,1
50714,1082,2024-08-12,Animation,Smart TV,58,4
53737,1377,2024-01-23,Drama,Mobile,78,5
53811,1060,2024-03-19,Drama,Mobile,78,5
50361,1432,2024-05-24,Documentary,Smart TV,82,4
51324,1482,2024-02-23,Series,Smart TV,76,5
53136,1232,2024-02-25,Series,Mobile,69,4
51051,1325,2024-05-29,Documentary,Mobile,24,1
52765,1037,2024-02-01,Action,Smart TV,73,4
50960,1484,2024-06-03,Romance,Laptop,48,4
54376,1282,2024-01-13,Horror,Laptop,76,1
51143,1120,2024-08-08,Romance,Tablet,49,5
52220,1491,2024-08-04,Romance,Mobile,43,5
52053,1212,2024-07-23,Animation,Smart TV,64,3
52461,1386,2024-03-11,Drama,Laptop,58,5
52225,1252,2024-01-15,Horror,Mobile,40,2
51755,1394,2024-02-01,Horror,Tablet,56,5
51402,1214,2024-01-14,Romance,Laptop,19,5
54341,1483,2024-05-05,Horror,Mobile,19,5
53080,1014,2024-07-03,Horror,Laptop,20,4
54958,1113,2024-04-16,Action,Mobile,12,3
51052,1355,2024-04-20,Animation,Smart TV,72,5
53800,1476,2024-06-09,Series,Laptop,81,5
52169,1457,2024-06-13,Comedy,Smart TV,76,4
50172,1428,2024-06-21,Horror,Laptop,34,1
53295,1044,2024-08-09,Comedy,Smart TV,16,4
50046,1582,2024-05-10,Horror,Smart TV,66,4
53612,1214,2024-02-18,Action,Mobile,52,3
51342,1014,2024-01-05,Documentary,Mobile,77,2
53042,1072,2024-05-17,Action,Smart TV,89,1
53293,1192,2024-07-24,Comedy,Mobile,60,4
51141,1284,2024-06-17,Romance,Mobile,9,4
52475,1115,2024-08-17,Comedy,Smart TV,24,4
50084,1433,2024-06-09,Animation,Smart TV,10,2
50271,1231,2024-01-14,Comedy,Laptop,25,5
52980,1215,2024-05-04,Series,Mobile,52,4
52360,1528,2024-06-11,Drama,Mobile,59,5
52737,1520,2024-01-20,Animation,Laptop,41,4
51818,1295,2024-06-12,Comedy,Smart TV,45,5
53626,1065,2024-07-19,Action,Laptop,28,5
51880,1408,2024-04-07,Documentary,Smart TV,76,5
54274,1021,2024-02-10,Series,Laptop,54,4
50800,1485,2024-04-24,Comedy,Laptop,75,5
50198,1070,2024-06-12,Action,Mobile,33,4
50547,1243,2024-05-18,Action,Laptop,66,4
51913,1274,2024-04-07,Horror,Laptop,95,3
50923,1004,2024-07-26,Romance,Laptop,10,4
53494,1155,2024-03-31,Series,Smart TV,47,5
51367,1548,2024-04-08,Animation,Tablet,65,5
53923,1093,2024-01-10,Romance,Laptop,51,4
51441,1367,2024-08-25,Drama,Laptop,57,4
54424,1293,2024-01-27,Documentary,Laptop,70,5
51516,1521,2024-06-17,Series,Laptop,74,5
53881,1226,2024-02-25,Comedy,Smart TV,19,4
50240,1080,2024-02-06,Action,Laptop,31,4
50719,1451,2024-04-11,Action,Smart TV,74,5
53259,1583,2024-01-29,Action,Mobile,41,3
53008,1147,2024-04-09,Romance,Smart TV,35,3
51719,1177,2024-01-06,Romance,Smart TV,34,4
54753,1176,2024-04-02,Series,Mobile,71,4
54731,1507,2024-02-16,Romance,Mobile,58,5
51047,1007,2024-06-06,Comedy,Smart TV,41,4
53962,1158,2024-07-20,Comedy,Laptop,91,5
50942,1030,2024-07-18,Documentary,Smart TV,102,5
54797,1253,2024-05-20,Drama,Mobile,58,3
52089,1532,2024-05-19,Romance,Laptop,15,5
50325,1355,2024-02-26,Comedy,Smart TV,85,5
51092,1544,2024-04-17,Action,Mobile,70,1
50833,1060,2024-03-29,Romance,Laptop,24,2
54057,1015,2024-06-29,Documentary,Laptop,84,4
51362,1410,2024-03-26,Horror,Smart TV,69,3
54257,1434,2024-07-14,Drama,Mobile,52,3
51674,1292,2024-05-05,Documentary,Mobile,31,3
53990,1071,2024-08-02,Series,Laptop,53,4
51384,1397,2024-03-29,Romance,Tablet,47,5
53788,1420,2024-01-19,Comedy,Laptop,97,5
51722,1298,2024-07-16,Romance,Smart TV,50,4
51355,1457,2024-01-22,Drama,Mobile,91,4
51560,1081,2024-05-12,Documentary,Smart TV,126,5
51413,1549,2024-03-24,Horror,Smart TV,68,5
50477,1224,2024-01-21,Horror,Mobile,53,5
53410,1234,2024-04-17,Action,Mobile,74,4
51275,1182,2024-07-15,Action,Tablet,63,5
53093,1382,2024-03-23,Romance,Tablet,59,5
50474,1580,2024-01-01,Horror,Smart TV,27,4
52061,1242,2024-02-25,Romance,Smart TV,99,3
52408,1308,2024-08-16,Animation,Mobile,90,4
54661,1430,2024-07-16,Romance,Smart TV,93,4
52209,1035,2024-03-12,Comedy,Laptop,113,4
52298,1192,2024-06-09,Series,Smart TV,37,5
52993,1362,2024-03-14,Horror,Smart TV,49,5
52902,1059,2024-05-02,Animation,Smart TV,47,4
51857,1575,2024-01-26,Horror,Mobile,33,4
50500,1386,2024-03-23,Drama,Tablet,5,4
51606,1007,2024-04-16,Series,Laptop,56,1
54688,1476,2024-06-01,Drama,Smart TV,73,3
52751,1490,2024-08-06,Romance,Mobile,97,4
50101,1496,2024-05-02,Romance,Mobile,21,4
51777,1551,2024-04-22,Animation,Tablet,65,5
52247,1342,2024-07-16,Action,Laptop,24,4
51636,1178,2024-06-25,Documentary,Mobile,16,5
50662,1366,2024-05-23,Romance,Smart TV,27,3
51071,1083,2024-01-21,Documentary,Laptop,11,2
51053,1528,2024-08-06,Horror,Laptop,31,5
54127,1314,2024-04-14,Animation,Tablet,36,4
54783,1034,2024-08-09,Horror,Laptop,38,4
50682,1240,2024-01-22,Animation,Smart TV,89,5
50366,1429,2024-01-27,Series,Mobile,89,4
52595,1117,2024-01-25,Animation,Laptop,13,5
54779,1230,2024-05-11,Series,Smart TV,31,4
51768,1461,2024-04-10,Romance,Smart TV,66,4
53894,1200,2024-03-06,Drama,Tablet,90,5
53986,1391,2024-06-03,Comedy,Laptop,29,1
50382,1373,2024-01-15,Animation,Tablet,34,3
50069,1439,2024-03-07,Comedy,Laptop,60,5
50846,1345,2024-04-06,Horror,Laptop,40,5
51135,1247,2024-06-14,Action,Smart TV,84,5
53758,1051,2024-07-01,Romance,Smart TV,65,4
52650,1533,2024-04-13,Horror,Mobile,66,4
53928,1213,2024-08-09,Action,Smart TV,14,5
53279,1102,2024-04-11,Romance,Laptop,49,5
52876,1095,2024-02-28,Drama,Smart TV,21,4
52739,1499,2024-07-05,Action,Mobile,38,5
52699,1415,2024-06-26,Romance,Laptop,5,5
50602,1481,2024-02-13,Series,Smart TV,74,5
51885,1043,2024-05-17,Animation,Smart TV,68,5
53422,1421,2024-07-11,Horror,Smart TV,5,4
51280,1511,2024-07-02,Romance,Smart TV,77,4
51567,1436,2024-01-15,Animation,Smart TV,92,5
